A1,A2,A3,A4,A5,A6,A7
0.0,-0.004564951229159204,0.0,-0.02891135778467496,0.0,0.02282475614579602,0.0
0.0,-0.004659494406040746,0.0,-0.029510131238258058,0.0,0.023297472030203728,0.0
0.0,-0.0047552307093110535,0.0,-0.030116461158970008,0.0,0.023776153546555268,0.0
0.0,-0.004852164735807801,0.0,-0.030730376660116073,0.0,0.024260823679039003,0.0
0.0,-0.0049503010287382625,0.0,-0.03135190651534232,0.0,0.02475150514369131,0.0
0.0,-0.00504964407780807,0.0,-0.03198107915945111,0.0,0.025248220389040347,0.0
0.0,-0.005150198319349994,0.0,-0.03261792268921663,0.0,0.02575099159674997,0.0
0.0,-0.0052519681364526965,0.0,-0.03326246486420041,0.0,0.02625984068226348,0.0
0.0,-0.005354957859089506,0.0,-0.03391473310756687,0.0,0.026774789295447528,0.0
0.0,-0.005459171764247157,0.0,-0.03457475450689866,0.0,0.027295858821235787,0.0
0.0,-0.005564614076054587,0.0,-0.035242555815012386,0.0,0.027823070380272936,0.0
0.0,-0.005671288965911685,0.0,-0.035918163450774004,0.0,0.028356444829558423,0.0
0.0,-0.005779200552618054,0.0,-0.036601603499914336,0.0,0.02889600276309027,0.0
0.0,-0.005888352902501771,0.0,-0.037292901715844554,0.0,0.029441764512508857,0.0
0.0,-0.005998750029548171,0.0,-0.03799208352047175,0.0,0.029993750147740857,0.0
0.0,-0.006110395895528597,0.0,-0.03869917400501445,0.0,0.030551979477642984,0.0
0.0,-0.006223294410129157,0.0,-0.039414197930818,0.0,0.031116472050645785,0.0
0.0,-0.00633744943107951,0.0,-0.040137179730170225,0.0,0.03168724715539755,0.0
0.0,-0.006452864764281613,0.0,-0.04086814350711688,0.0,0.032264323821408064,0.0
0.0,-0.006569544163938494,0.0,-0.041607113038277126,0.0,0.03284772081969247,0.0
0.0,-0.006687491332683008,0.0,-0.04235411177365905,0.0,0.03343745666341504,0.0
0.0,-0.006806709921706613,0.0,-0.04310916283747522,0.0,0.03403354960853307,0.0
0.0,-0.0069272035308881276,0.0,-0.04387228902895814,0.0,0.03463601765444064,0.0
0.0,-0.007048975708922498,0.0,-0.044643512823175815,0.0,0.03524487854461249,0.0
0.0,-0.00717202995344955,0.0,-0.04542285637184715,0.0,0.03586014976724775,0.0
0.0,-0.007296369711182777,0.0,-0.046210341504157586,0.0,0.03648184855591389,0.0
0.0,-0.007421998378038088,0.0,-0.047005989727574554,0.0,0.03710999189019044,0.0
0.0,-0.007548919299262579,0.0,-0.047809822228663,0.0,0.0377445964963129,0.0
0.0,-0.007677135769563283,0.0,-0.048621859873900795,0.0,0.038385678847816414,0.0
0.0,-0.007806651033235957,0.0,-0.0494421232104944,0.0,0.03903325516617979,0.0
0.0,-0.007937468284293831,0.0,-0.050270632467194265,0.0,0.03968734142146915,0.0
0.0,-0.008069590666596384,0.0,-0.05110740755511042,0.0,0.04034795333298191,0.0
0.0,-0.008203021273978081,0.0,-0.05195246806852785,0.0,0.041015106369890406,0.0
0.0,-0.008337763150377183,0.0,-0.05280583328572216,0.0,0.04168881575188591,0.0
0.0,-0.008473819289964468,0.0,-0.05366752216977497,0.0,0.04236909644982234,0.0
0.0,-0.008611192637272027,0.0,-0.05453755336938951,0.0,0.04305596318636014,0.0
0.0,-0.008749886087322,0.0,-0.055415945219706005,0.0,0.043749430436610004,0.0
0.0,-0.008889902485755368,0.0,-0.05630271574311733,0.0,0.04444951242877684,0.0
0.0,-0.009031244628960702,0.0,-0.05719788265008444,0.0,0.04515622314480351,0.0
0.0,-0.009173915264202923,0.0,-0.058101463339951843,0.0,0.04586957632101461,0.0
0.0,-0.009317917089752083,0.0,-0.05901347490176319,0.0,0.04658958544876041,0.0
0.0,-0.009463252755012117,0.0,-0.05993393411507675,0.0,0.04731626377506059,0.0
0.0,-0.009609924860649615,0.0,-0.0608628574507809,0.0,0.04804962430324808,0.0
0.0,-0.009757935958722572,0.0,-0.061800261071909626,0.0,0.04878967979361286,0.0
0.0,-0.009907288552809172,0.0,-0.0627461608344581,0.0,0.04953644276404586,0.0
0.0,-0.01005798509813654,0.0,-0.06370057228819809,0.0,0.0502899254906827,0.0
0.0,-0.010210028001709512,0.0,-0.06466351067749358,0.0,0.051050140008547566,0.0
0.0,-0.010363419622439394,0.0,-0.06563499094211615,0.0,0.051817098112196966,0.0
0.0,-0.010518162271272726,0.0,-0.0666150277180606,0.0,0.05259081135636363,0.0
0.0,-0.010674258211320058,0.0,-0.06760363533836036,0.0,0.05337129105660029,0.0
0.0,-0.01083170965798471,0.0,-0.06860082783390316,0.0,0.054158548289923544,0.0
0.0,-0.010990518779091515,0.0,-0.06960661893424626,0.0,0.05495259389545757,0.0
0.0,-0.011150687695015616,0.0,-0.07062102206843224,0.0,0.055753438475078076,0.0
0.0,-0.011312218478811215,0.0,-0.07164405036580437,0.0,0.05656109239405608,0.0
0.0,-0.01147511315634034,0.0,-0.07267571665682215,0.0,0.0573755657817017,0.0
0.0,-0.011639373706401595,0.0,-0.07371603347387676,0.0,0.05819686853200797,0.0
0.0,-0.011805002060858948,0.0,-0.07476501305210667,0.0,0.059025010304294745,0.0
0.0,-0.011972000104770493,0.0,-0.07582266733021312,0.0,0.059860000523852465,0.0
0.0,-0.012140369676517182,0.0,-0.07688900795127548,0.0,0.06070184838258591,0.0
0.0,-0.012310112567931634,0.0,-0.07796404626356701,0.0,0.06155056283965817,0.0
0.0,-0.012481230524426873,0.0,-0.07904779332137019,0.0,0.062406152622134364,0.0
0.0,-0.012653725245125102,0.0,-0.08014025988579232,0.0,0.06326862622562551,0.0
0.0,-0.012827598382986454,0.0,-0.08124145642558087,0.0,0.06413799191493226,0.0
